text,text_clean,auto_label
"Очень красивое платье, рекомендую. Немного большевато в груди. Одеваю топ","очень красивое платье, рекомендую. немного большевато в груди. одеваю топ",одежда
"Заказывала размер М на свой 44 в самый раз есть немного торчащие нитки но это не страшно ,а так швы ровные  вообщем я довольна посылка прибыла в 3 недели в Кировскую область ","заказывала размер м на свой 44 в самый раз есть немного торчащие нитки но это не страшно ,а так швы ровные  вообщем я довольна посылка прибыла в 3 недели в кировскую область",одежда
Голая синтетика. Очень низкое качество. ,голая синтетика. очень низкое качество.,нет товара
"Заказ получила за 3 недели, трек отслеживался, носочки понравились: и красивые, и плотные, и рисунок хорош. Как будут носиться, посмотрим, все хорошо.","заказ получила за 3 недели, трек отслеживался, носочки понравились: и красивые, и плотные, и рисунок хорош. как будут носиться, посмотрим, все хорошо.",обувь
"Классная пижама,на 44 размер заказала м.села идеально.спасибо продавцу))","классная пижама,на 44 размер заказала м.села идеально.спасибо продавцу))",одежда
"блузка очень понравилась.Доставка быстрая.Выглядит дорого,продавца рекомендую.","блузка очень понравилась.доставка быстрая.выглядит дорого,продавца рекомендую.",одежда
"ткань плотная и твердая, может после стирки станет мягче. синтетика. хоть я не толстая и грудь маленькая, но в груди жмет. не советую.","ткань плотная и твердая, может после стирки станет мягче. синтетика. хоть я не толстая и грудь маленькая, но в груди жмет. не советую.",текстиль
Прекрасный магазин. Отличный товар. Дочь очень довольна. Супер быстрая доставка. Пять звезд с бльшим плюсом.,прекрасный магазин. отличный товар. дочь очень довольна. супер быстрая доставка. пять звезд с бльшим плюсом.,нет товара
очень большая плюс еще и тянется,очень большая плюс еще и тянется,одежда
"хорошие ,очень быстрая доставка .","хорошие ,очень быстрая доставка .",нет товара
"Нуууу, заказ пришёл и ушёл! так как не отслеживалось нормально, деньги теперь не вернуть и оповещяний не было... печально...","нуууу, заказ пришёл и ушёл! так как не отслеживалось нормально, деньги теперь не вернуть и оповещяний не было... печально...",нет товара
Тонкая приятная ткань. Пояс не анатомически высоко.,тонкая приятная ткань. пояс не анатомически высоко.,одежда
"носочки хорошие, только внутри немного грубоваты, много ниток и швов","носочки хорошие, только внутри немного грубоваты, много ниток и швов",обувь
"размер больше , чем заявлено в таблице.ткань синтетика.","размер больше , чем заявлено в таблице.ткань синтетика.",текстиль
"в реальности смотрится не как на фото, а смотрится дешево, одевать можно только дома","в реальности смотрится не как на фото, а смотрится дешево, одевать можно только дома",одежда
кофта не очень тёплая на 46 48 заказывала Xl подошла идеально пришёл за неделю Нижний Новгород,кофта не очень тёплая на 46 48 заказывала xl подошла идеально пришёл за неделю нижний новгород,одежда
На рост 163 идеально и даже ещё с запасом ) отлично тянутся муж в восторге ,на рост 163 идеально и даже ещё с запасом ) отлично тянутся муж в восторге,одежда
Хрень!!!!! Не тратьте деньги!!!,хрень!!!!! не тратьте деньги!!!,нет товара
очень понравилась куртка 60 кг вес рост 167 заказала м по размеру. спасибо продавцу,очень понравилась куртка 60 кг вес рост 167 заказала м по размеру. спасибо продавцу,одежда
"Юбка ужасная, ещё и рваная к тому же!!! Прошу вернуть деньги!!! ","юбка ужасная, ещё и рваная к тому же!!! прошу вернуть деньги!!!",одежда
"К сожалению,не хлопок...синтетика.Посылка шла более 45 дней.","к сожалению,не хлопок...синтетика.посылка шла более 45 дней.",нет товара
"Материал дешёвый. На фото выглядит в 100 раз лучше, чем на фото.","материал дешёвый. на фото выглядит в 100 раз лучше, чем на фото.",текстиль
Не рекомендую ни ТОВАР ни  ПРОДАВЦА .ВСЕ ОТВРАТИТЕЛЬНО. огромный минус все НА ДНЕ.  ПОЗОР.,не рекомендую ни товар ни  продавца .все отвратительно. огромный минус все на дне.  позор.,нет товара
"Блузка шла в течении двух месяцев!  Я открыла спор, деньги так и не вернули! Отвратительно!!!","блузка шла в течении двух месяцев!  я открыла спор, деньги так и не вернули! отвратительно!!!",нет товара
"очень качественный свитер, мягкий, такой приятный к телу. мне очень понравился, ношу с удовольствием. правда рукава чуток коротковаты.","очень качественный свитер, мягкий, такой приятный к телу. мне очень понравился, ношу с удовольствием. правда рукава чуток коротковаты.",одежда
"Очень хорошая рубашка, для таких денег качество просто супер","очень хорошая рубашка, для таких денег качество просто супер",одежда
"долгое отправление, ожидание около 2-х месяцев, кофточка полная синтетика и сильно магнитится, прилипает к телу","долгое отправление, ожидание около 2-х месяцев, кофточка полная синтетика и сильно магнитится, прилипает к телу",одежда
пришел быстро. цвет - жуть. грязный молочный беж...качество на 3...где зад где перед не понятно. носить не комфортно. плотный зимний. швы торчат. не колется но чешется.,пришел быстро. цвет - жуть. грязный молочный беж...качество на 3...где зад где перед не понятно. носить не комфортно. плотный зимний. швы торчат. не колется но чешется.,одежда
"Товар очень непонятный, ткань неприятная и не то, что на фото","товар очень непонятный, ткань неприятная и не то, что на фото",нет товара
левый карман куртки прошит на зад им пользоваться нельзя!!!! качество куртки  неудовлетворительное и согласно таблицы брала xl оказалась большой!!!,левый карман куртки прошит на зад им пользоваться нельзя!!!! качество куртки  неудовлетворительное и согласно таблицы брала xl оказалась большой!!!,одежда
"Прошло 3 месяца,а заказ так и не пришёл. Трек  не отслеживался ((( По спору денежку вернули.","прошло 3 месяца,а заказ так и не пришёл. трек  не отслеживался ((( по спору денежку вернули.",нет товара
"рубашка очень маленькая-на свой 44размер заказала xl ,чтоб была свободной,а в итоге она мне впритык. еще и подкладка лезет","рубашка очень маленькая-на свой 44размер заказала xl ,чтоб была свободной,а в итоге она мне впритык. еще и подкладка лезет",одежда
хорошая футболка на лето.,хорошая футболка на лето.,одежда
"у очков в белой оправе было деформировано стекло, все как будто ""плывет ""","у очков в белой оправе было деформировано стекло, все как будто плывет",обувь
"заказывала L. ,маломерит,хотелось бы на размер больше, но не критично","заказывала l. ,маломерит,хотелось бы на размер больше, но не критично",обувь
"куртка оказалась скорее на весну чем на зиму,если только  носить при температуре+5,10,но не в мороз.Размер нормальный,но рукава оказались короткие.","куртка оказалась скорее на весну чем на зиму,если только  носить при температуре+5,10,но не в мороз.размер нормальный,но рукава оказались короткие.",одежда
не соответствует фото.Качество другое. :((,не соответствует фото.качество другое. :((,нет товара
" По размеру, но очень  быстро образовались катушки. ","по размеру, но очень  быстро образовались катушки.",нет товара
"заказывала темно-синие джинсы, цвет не такой, от фото сильно отличается","заказывала темно-синие джинсы, цвет не такой, от фото сильно отличается",одежда
"Рубашка на один раз. После первого раза обнаружила такие дырки на швах и на петле для пуговиц. Зашить это невозможно. Я очень расстроена. А ещё пуговицы к воротнику пришиты, и его не отстегнуть, смотрится не очень.","рубашка на один раз. после первого раза обнаружила такие дырки на швах и на петле для пуговиц. зашить это невозможно. я очень расстроена. а ещё пуговицы к воротнику пришиты, и его не отстегнуть, смотрится не очень.",одежда
"Товар отличный, заказывала S-ку, а на вид ка XS. Товар с целостью и сохраностью. И на этом спасибо!","товар отличный, заказывала s-ку, а на вид ка xs. товар с целостью и сохраностью. и на этом спасибо!",одежда
Плохое качество и велик размер S. Хотя у меня размер S- М.,плохое качество и велик размер s. хотя у меня размер s- м.,одежда
"Пришли со стрелкой на жопе, носить невозможно(((( а так приятные на ощупь ","пришли со стрелкой на жопе, носить невозможно(((( а так приятные на ощупь",обувь
"Это просто суперское пальто! Наполнитель синтепон, но из-за этого лучше держит форму. Заказывала еще такой же пух, он хуже форму держит. Теплый, непродуваемый, очень комфортный! Доставка 3 нед.","это просто суперское пальто! наполнитель синтепон, но из-за этого лучше держит форму. заказывала еще такой же пух, он хуже форму держит. теплый, непродуваемый, очень комфортный! доставка 3 нед.",одежда
"Пуховик,очень хороший！цвет соответствует,мех искусственный,но это не портит.единственное,что взяли   на размер больше и не прогадали,подошло.","пуховик,очень хороший！цвет соответствует,мех искусственный,но это не портит.единственное,что взяли   на размер больше и не прогадали,подошло.",обувь
Ужасное качество. Ширпотреб. Даже не отутюжено. Носить невозможно!!!!,ужасное качество. ширпотреб. даже не отутюжено. носить невозможно!!!!,обувь
"Это не куртка косуха!!! Это какой то текстильный кардиган, ждала с нетерпением, в итоге получила вот это. За эти деньги лучше заказать косуха из экокожи, гораздо лучше будет чем эта тряпочка. Подкладки никакой нет","это не куртка косуха!!! это какой то текстильный кардиган, ждала с нетерпением, в итоге получила вот это. за эти деньги лучше заказать косуха из экокожи, гораздо лучше будет чем эта тряпочка. подкладки никакой нет",одежда
Футболка как на фото. Хороший принт.  Длинная. Ткань плотная. Мне понравилась.,футболка как на фото. хороший принт.  длинная. ткань плотная. мне понравилась.,одежда
"Супер, на рост 167 ниже колен","супер, на рост 167 ниже колен",одежда
"Товар так и не пришёл, хорошо что хоть вернули деньги.","товар так и не пришёл, хорошо что хоть вернули деньги.",нет товара
Покупкой довольна. за такие деньги не купишь. хлопковая приятная к телу,покупкой довольна. за такие деньги не купишь. хлопковая приятная к телу,одежда
ужас.Лучше бы я  этого не покупала.качество-плохое.,ужас.лучше бы я  этого не покупала.качество-плохое.,нет товара
"Сарафан оказался довольно большой по бокам, придётся ушивать ,карманы задние какого то фига на спине ,а не на попе ,зато заказ пришёл очень быстро ,чуть меньше месяца ","сарафан оказался довольно большой по бокам, придётся ушивать ,карманы задние какого то фига на спине ,а не на попе ,зато заказ пришёл очень быстро ,чуть меньше месяца",одежда
"Размер м на 44 русский, посадка нормальная, не шелковистые. Заказ пришёл быстро.","размер м на 44 русский, посадка нормальная, не шелковистые. заказ пришёл быстро.",обувь
"платье скрокно неправильно,Санта вверх ногами.Открыла спор 300 рублей вернули","платье скрокно неправильно,санта вверх ногами.открыла спор 300 рублей вернули",одежда
"Заказ шёл 1,5 месяца! Хотя до этого заказывала у этого же продавца - заказ приходил за 15 дней","заказ шёл 1,5 месяца! хотя до этого заказывала у этого же продавца - заказ приходил за 15 дней",нет товара
Отличная шапочка!Пришла за 10 дней в Омск,отличная шапочка!пришла за 10 дней в омск,одежда
"доставка быстрая, материал приятный к телу, стирку в машинке футболка пережила хорошо, заказывала м на русский 44-46)))","доставка быстрая, материал приятный к телу, стирку в машинке футболка пережила хорошо, заказывала м на русский 44-46)))",одежда
"Не приятные носки,покрылись катышками при первой носке","не приятные носки,покрылись катышками при первой носке",обувь
РЕКОМЕНДУЮ.,рекомендую.,нет товара
"ну почему нельзя быть внимательнее??? я ведь заказывала размер М!!! а прислали XL!!!! он мне огромный! рубашка очень красивая, качество супер, но я очень расстроена! что делать???","ну почему нельзя быть внимательнее??? я ведь заказывала размер м!!! а прислали xl!!!! он мне огромный! рубашка очень красивая, качество супер, но я очень расстроена! что делать???",одежда
товар пришел с пятном с продавцом связался открыли спор деньги вернули продавец переживал извинялся ставлю 5+,товар пришел с пятном с продавцом связался открыли спор деньги вернули продавец переживал извинялся ставлю 5+,нет товара
Доставка очень быстрая.Платье просто супер!Рекомендую!,доставка очень быстрая.платье просто супер!рекомендую!,одежда
вообще не соответсвует фото.  ткань типа футболочной. края не обработаны. нитки болтаются. просто ужас. фотография совсем другой вещи. вместо бахрамешек - куски обрезанной ткани. выбрашенные деньги.,вообще не соответсвует фото.  ткань типа футболочной. края не обработаны. нитки болтаются. просто ужас. фотография совсем другой вещи. вместо бахрамешек - куски обрезанной ткани. выбрашенные деньги.,нет товара
"Jeans are not warm, ordinary, without a warm lining.","jeans are not warm, ordinary, without a warm lining.",одежда
Заказывая розовый. Только из за цвета. Пришёл цвет не понятно какой - бордовый . Покупкой не довольна. Обман покупателя! ,заказывая розовый. только из за цвета. пришёл цвет не понятно какой - бордовый . покупкой не довольна. обман покупателя!,обувь
очень приятная к телу советую как на фото красивый,очень приятная к телу советую как на фото красивый,одежда
"На российский размер 46 - L отлично. На рост 174 см рукава по длине не короткие. Мои параметры грудь 94, бедра 95.","на российский размер 46 - l отлично. на рост 174 см рукава по длине не короткие. мои параметры грудь 94, бедра 95.",одежда
качество хорошое..но размер не подошел,качество хорошое..но размер не подошел,одежда
платья разные и не только по цвету. вернули деньги,платья разные и не только по цвету. вернули деньги,одежда
Не заказывайте ничего .Товар не пришёл деньги не вернули,не заказывайте ничего .товар не пришёл деньги не вернули,нет товара
"Рубашка пришла за 8 дней, довольно быстро, рукава оказались короткие, в талии очень широко","рубашка пришла за 8 дней, довольно быстро, рукава оказались короткие, в талии очень широко",одежда
куртка пришла со сломанной деталью,куртка пришла со сломанной деталью,одежда
"Куртка классная, размер и описание соответствует, пришла быстро, спасибо!","куртка классная, размер и описание соответствует, пришла быстро, спасибо!",одежда
"в целом кофточка неплохая, но с лица торчат нитки, которыми пришит лейбл, с изнанки ужасно обработана горловина","в целом кофточка неплохая, но с лица торчат нитки, которыми пришит лейбл, с изнанки ужасно обработана горловина",одежда
"куртка пришла совсем тонкая, хотя в описании написано наполнитель Спрей-скрепленный Вата, враньё никакого наполнителя нет, простая тонкая тряпка. Не стоит этих денег.","куртка пришла совсем тонкая, хотя в описании написано наполнитель спрей-скрепленный вата, враньё никакого наполнителя нет, простая тонкая тряпка. не стоит этих денег.",одежда
"Кофта шла больше месяца. запах ужасный, пахнет уксусом. везде торчат нитки, так и ещё по указанным продавцом размерам она не подходит. был открыт спор на возврат денег.","кофта шла больше месяца. запах ужасный, пахнет уксусом. везде торчат нитки, так и ещё по указанным продавцом размерам она не подходит. был открыт спор на возврат денег.",одежда
"Платье так себе. Ткань дешевая, размер XL соответствует максимум нашему 44. На картинке выглядит достойней.","платье так себе. ткань дешевая, размер xl соответствует максимум нашему 44. на картинке выглядит достойней.",одежда
блузк отличный!!!! подошел идеально,блузк отличный!!!! подошел идеально,одежда
кофточка супер!!! у меня размер 40-42 подошла!,кофточка супер!!! у меня размер 40-42 подошла!,одежда
"ткань не очень,видно белье, и цвет намного тусклее чем на картинке","ткань не очень,видно белье, и цвет намного тусклее чем на картинке",одежда
Юбка отличная! В Приморский край пришла через месяц с момента заказа.  На свои параметры 69 -96 заказала L. Рекомендую.,юбка отличная! в приморский край пришла через месяц с момента заказа.  на свои параметры 69 -96 заказала l. рекомендую.,одежда
Не пришли ,не пришли,нет товара
"майку ждала очень сильно, но когда она пришла я разочаровалась такое чувство что спичкой прижгли  на спине ...
..","майку ждала очень сильно, но когда она пришла я разочаровалась такое чувство что спичкой прижгли  на спине .....",одежда
"Шорты подошли размером М на  вес 48 кг, рост 175. Без внутренней вкладки на которой должен указываться состав.","шорты подошли размером м на  вес 48 кг, рост 175. без внутренней вкладки на которой должен указываться состав.",одежда
"заказываю второй раз, эту блузку взяла для дочки 12 лет, она очень довольна, я тоже)","заказываю второй раз, эту блузку взяла для дочки 12 лет, она очень довольна, я тоже)",одежда
"Майка хлопок, качество хорошее","майка хлопок, качество хорошее",текстиль
"очень хорошие штаны стреч. на об 100. талия 78.рост 168 брали 3хл. влезли ,с напрягом. думаю подрастянутся, такие уже были.продавец хороший, рекомендую. всех благ ему!","очень хорошие штаны стреч. на об 100. талия 78.рост 168 брали 3хл. влезли ,с напрягом. думаю подрастянутся, такие уже были.продавец хороший, рекомендую. всех благ ему!",одежда
"Заказ пришел достаточно быстро в Свердловскую область. Очень понравились, размер тоже подошел идеально, буду еще заказывать. Продавца рекомендую","заказ пришел достаточно быстро в свердловскую область. очень понравились, размер тоже подошел идеально, буду еще заказывать. продавца рекомендую",одежда
"Товар не пришёл. Заказывала ещё в марте, уже июль. ","товар не пришёл. заказывала ещё в марте, уже июль.",нет товара
"Товар так и не пришел, продавец отправил несуществующий номер трека!!!деньги не вернул!!!","товар так и не пришел, продавец отправил несуществующий номер трека!!!деньги не вернул!!!",нет товара
"Размер не соответсвует ,деньги вернули ","размер не соответсвует ,деньги вернули",обувь
"шапка пришла с огромным пятном, не хорошо и не приятно, пятно пахнет мазутом","шапка пришла с огромным пятном, не хорошо и не приятно, пятно пахнет мазутом",обувь
"Шло очень долго, защита заказа успела кончиться, через неделю после пришло. Запах конечно жуткий. XL на мой S чуть свободно. Кофта конечно неплохая, но долгая доставка испортила все впечатление ","шло очень долго, защита заказа успела кончиться, через неделю после пришло. запах конечно жуткий. xl на мой s чуть свободно. кофта конечно неплохая, но долгая доставка испортила все впечатление",одежда
товар я так и не видел! но деньги вернули быстро,товар я так и не видел! но деньги вернули быстро,нет товара
"Плотный хлопок, стрейч,в мелкий рубчик. По размеру. Доставил курьер СПб.","плотный хлопок, стрейч,в мелкий рубчик. по размеру. доставил курьер спб.",одежда
долго и пришлось ехать за товаром не доставили по адресу,долго и пришлось ехать за товаром не доставили по адресу,нет товара
"Ждала больше трёх месяцев. Товар не получен, но деньги вернули через спор.","ждала больше трёх месяцев. товар не получен, но деньги вернули через спор.",нет товара
"шорты сами хороши, но размер  s примерно на 50-52 размер. мне применить их некуда... на помойку... выброшенные деньги","шорты сами хороши, но размер  s примерно на 50-52 размер. мне применить их некуда... на помойку... выброшенные деньги",одежда
удобные.тепленькие.резинка в подарок),удобные.тепленькие.резинка в подарок),обувь
"Товар заказала почти три месяца назад ,но он так и не пришёл . Продавец говорит ,что отправил . ","товар заказала почти три месяца назад ,но он так и не пришёл . продавец говорит ,что отправил .",нет товара
"так ждала эти лосины, а они оказались очень большими. взяла S , а они даже на 44 размер большие. ткань как у лосин из 90-х, при нятяжении просвечивает. доставка не e-packet, а обычная почта россии","так ждала эти лосины, а они оказались очень большими. взяла s , а они даже на 44 размер большие. ткань как у лосин из 90-х, при нятяжении просвечивает. доставка не e-packet, а обычная почта россии",одежда
я ношу размер 42-44 советую заказывать L. качество отличное.,я ношу размер 42-44 советую заказывать l. качество отличное.,одежда
"ткань непонятная,я бы сказала противная если ее натянуть то краска расползается,на свой размер L заказала 3XL отказался мал. очень не довольна. единственный +,это быстрая доставка","ткань непонятная,я бы сказала противная если ее натянуть то краска расползается,на свой размер l заказала 3xl отказался мал. очень не довольна. единственный +,это быстрая доставка",одежда
"Ткань чистая синтетика, топ пришел ужасно мятый и воняяяял... Сшит неаккуратно, особенно бреьтели. Но за такую цену....","ткань чистая синтетика, топ пришел ужасно мятый и воняяяял... сшит неаккуратно, особенно бреьтели. но за такую цену....",текстиль
Везде торчат нитки и есть желтое пятно ,везде торчат нитки и есть желтое пятно,текстиль
"Материал внутри приятный, рукав был не прострочен, сидит на мне плохо и пошита тоже плохо","материал внутри приятный, рукав был не прострочен, сидит на мне плохо и пошита тоже плохо",одежда
Это совсем другое платье мне не понравилась,это совсем другое платье мне не понравилась,одежда
Короткие рукава. Три четверти. Не так как на фото.,короткие рукава. три четверти. не так как на фото.,одежда
"Колготки Редкостное Г..., Продавец по отправке  мододец быстро отправил, но наша Почта как всегда, думал все потеряли в последний день защиты принесли.","колготки редкостное г..., продавец по отправке  мододец быстро отправил, но наша почта как всегда, думал все потеряли в последний день защиты принесли.",обувь
"быстрая доставка,  но маловато.   xxl на девочку 46 размера в обтяг .","быстрая доставка,  но маловато.   xxl на девочку 46 размера в обтяг .",обувь
"пишут что осень а оно летнее вообщем

 вообще не то что хотела",пишут что осень а оно летнее вообщем вообще не то что хотела,нет товара
"товар так и не пришел , верните деньги","товар так и не пришел , верните деньги",нет товара
"Качество футболки очень плохое, как нижнее деловое белье. Размер не совпадает. ","качество футболки очень плохое, как нижнее деловое белье. размер не совпадает.",одежда
Почти месяц не отправляли заказ. Синтетика чистая.. оч электризуется даже после антистатика. На размер 48 xl маловат((,почти месяц не отправляли заказ. синтетика чистая.. оч электризуется даже после антистатика. на размер 48 xl маловат((,нет товара
"Пришел товар быстро .Качество не очень,торчат нитки во многих местах соединения( за это минус),впереди полочки у кофты   отделки нет,размер очень маленький,подойдет на 40-42 (укр),носить не смогу.с продавцом не общалась.","пришел товар быстро .качество не очень,торчат нитки во многих местах соединения( за это минус),впереди полочки у кофты   отделки нет,размер очень маленький,подойдет на 40-42 (укр),носить не смогу.с продавцом не общалась.",одежда
"Разочаровал кардиган, т.к. он огромный на мои параметры. На даче ему самое место. Очков и спиц в комплекте не хватает Качество норм, тёплый.","разочаровал кардиган, т.к. он огромный на мои параметры. на даче ему самое место. очков и спиц в комплекте не хватает качество норм, тёплый.",одежда
"Заказ пришел быстро это плюс, сшита рубашка хорошо. Но на картинке кружево смотрится красиво, а на самом деле какое-то старушечье. Выглядит намного хуже, чем на картинке. А сама ткань, где нет кружева приятная и хорошая.","заказ пришел быстро это плюс, сшита рубашка хорошо. но на картинке кружево смотрится красиво, а на самом деле какое-то старушечье. выглядит намного хуже, чем на картинке. а сама ткань, где нет кружева приятная и хорошая.",одежда
"Пальто просто ужасное. S на 50-52, на грудь 120см. деньги не вернули, написали только в случае возврата товара, из России отправка 1400-1600ру бы стоила. Ткань неприятная. Много заказывала в этом магазине, очень разочарована ","пальто просто ужасное. s на 50-52, на грудь 120см. деньги не вернули, написали только в случае возврата товара, из россии отправка 1400-1600ру бы стоила. ткань неприятная. много заказывала в этом магазине, очень разочарована",одежда
потерялась продавец отвечал на все мои вопросы. получила отличная кофта,потерялась продавец отвечал на все мои вопросы. получила отличная кофта,одежда
"Футболка очень низкого качества , она просвечивает и сильно электризуется .","футболка очень низкого качества , она просвечивает и сильно электризуется .",одежда
"рубашка пришла быстро, материал плотный, приятный, цвета яркие, при стирке немного линяет, но не сильно. с размером немного не угадала маловато.","рубашка пришла быстро, материал плотный, приятный, цвета яркие, при стирке немного линяет, но не сильно. с размером немного не угадала маловато.",одежда
"это первые лосины, которые не сползают постоянно с талии и не ползут от пятки вверх по ноге. я в восторге","это первые лосины, которые не сползают постоянно с талии и не ползут от пятки вверх по ноге. я в восторге",одежда
"Майка хорошая, единственное есть торчащие нитки. Заказ пришёл за месяц","майка хорошая, единственное есть торчащие нитки. заказ пришёл за месяц",одежда
"пижама мягкая , приятная, но..майка непонятно как сшита, не на мою грудь, и сильно линяет при стирке.","пижама мягкая , приятная, но..майка непонятно как сшита, не на мою грудь, и сильно линяет при стирке.",одежда
Пришёл рваный! Я,пришёл рваный! я,нет товара
"Защиту не продлили,товар не получила！Буду открывать спор(.Очень жаль","защиту не продлили,товар не получила！буду открывать спор(.очень жаль",нет товара
"жесть просто,на 44-46 взяла xxl рукава норм,в груди тоже, но вот низ как распашонка.","жесть просто,на 44-46 взяла xxl рукава норм,в груди тоже, но вот низ как распашонка.",одежда
"соответствует описанию, не много просвечивает. на размер 50 брала хххл как в литой, можно и больше. цвет супер, слабо пришиты пуговицы пришивали снова т.к на рукавах поотрывались сразу ещё не одев.","соответствует описанию, не много просвечивает. на размер 50 брала хххл как в литой, можно и больше. цвет супер, слабо пришиты пуговицы пришивали снова т.к на рукавах поотрывались сразу ещё не одев.",одежда
